name,religion,dob,image_urls,political_carrer,civil_status,images,party,occupation
"Hon. P. CHANDRASEKARAN, M.P.,, M.P.", : Hindu, : 17-04-1957,http://parliament.lk/uploads/images/members/profile_images/thumbs/90.jpg,"Joined CWC in 1977 ,Elected to the Talawakele Lindula Urban Council - 1982; Elected to the Nuwara Eliya District Development Council - 1985 and two years later to the Nuwara Eliya Pradeshiya Sabha; Contested the1989 General Election; Taken into Police custody in 1990; Elected to the Central Provincial Council while in prison (1993). After the PA victory at the 1994 General Election decided to support President Chandrika Bandaranaike Kumaranathunga.", : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/90.jpg', 'path': 'full/35eb3e3bfecf16261c923d43648f44ddec2c3003.jpg', 'checksum': '52aedbe9dc88a2940a0921aaef58f18b'}]",United National Party (UNP), : Trade Unionist
"Hon. Peries, Pattiyapathirennehelage Albert Fredrick (Sir), M.P.",, : 12-05-1905,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Perera, Ranawakaarachchige Solomon, M.P.",, : 30-11-1919,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Perera, Wilmot Abraham, M.P.",, : 12-06-1905,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Independent (Ind),
"Hon. Perera, Ranawaka Arachchige Arthur Reginald, M.P.",, : 01-12-1915,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Lanka Sama Samaja Party (LSSP),
"Hon. Perera, Owitigalage Somadasa, M.P.",, : 05-01-1930,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. (Dr.) Perera, Nanayakkarapathirage Martin (Dr.), M.P.",, : 06-06-1905,http://parliament.lk/uploads/images/members/profile_images/thumbs/2545.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2545.jpg', 'path': 'full/d7b312970f7ff1b0e611744063b73333f3e1a756.jpg', 'checksum': '4843d7e3c72139ce8ef593c6cd22dea6'}]",Lanka Sama Samaja Party (LSSP),
"Hon. Perera, Michael Festus Wenceslaus, M.P.", : Roman Catholicism, : 29-09-1931,http://parliament.lk/uploads/images/members/profile_images/thumbs/2544.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2544.jpg', 'path': 'full/8de8012bfdf70fe59d11f0752f8d230e66ff2315.jpg', 'checksum': '132b690b1001d0818f729ae26cd86806'}]",United National Party (UNP),
"Hon. Perera, Mathew Vincent, M.P.", : Roman Catholicism, : 21-09-1918,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Perera, Liyana Andarage Bernard    ( LAB ), M.P.", : Buddhism, : 06-02-1925,http://parliament.lk/uploads/images/members/profile_images/thumbs/2540.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2540.jpg', 'path': 'full/6e0d6889a29c550687ce08d94c257dcea1fd164a.jpg', 'checksum': 'c889a45265eccf9c7f475fd8b3f531bf'}]",Sri Lanka Freedom Party(SLFP), : Journalist
"Hon. Perera, Koswattage Edmund, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Mahajana Eksath Peramuna (MEP),
"Hon. Perera, Kongahakankanamage Don David, M.P.",, : 19-11-1924,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Perera, Kanahela Bandaralage Lilantha, M.P.", : Roman Catholicism, : 04-04-1963,http://parliament.lk/uploads/images/members/profile_images/thumbs/131.jpg,Member of the Colombo Municipal Council from 1989 - 1999;  Member of the Western Provincial Council 1999 -2000;  Member of Parliament 200- 2001., : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/131.jpg', 'path': 'full/6407cd492e6ff4dbd9e26e71c642ae2f8af59a37.jpg', 'checksum': 'dbb04005e4d241fdb90141e54dd82cd9'}]",United National Party (UNP), : Businssman
"Hon. Perera, Kasadoruge Vincent, M.P.",, : 04-10-1930,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Perera, J Asitha, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Sri Lanka Muslim Congress (SLMC),
"Hon. Perera, Gamamedaliyanage John Paris, M.P.",, : 14-03-1922,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Perera, Galappati Kankanage William, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Ceylon National Congress (CNC),
"Hon. Perera, Elluppitiyamudiyanselage Peter Paul, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/2534.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2534.jpg', 'path': 'full/2542d8de078c6a312730cb6f3e7861f637e838f4.jpg', 'checksum': '206ac1ec128ae579508e05a16e7e911d'}]",United National Party (UNP),
"Hon. Perera, Edward Walter, M.P.",, : 12-12-1875,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",LabourParty (LP),
"Hon. Perera, Dixon J, M.P.", : Buddhism, : 29-05-1946,http://parliament.lk/uploads/images/members/profile_images/thumbs/2532.jpg,"Chairman - Colombo district Youth organisation
Member of Parliament - 1989 -1994
Member of Parliament - 1998", : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2532.jpg', 'path': 'full/492421d5bb22e6141928e09e43b9aacf9f5e6816.jpg', 'checksum': '5e46d1411daf67528d5c640fa1d53879'}]",Sri Lanka Freedom Party(SLFP), : Landed Proprietor
"Hon. Perera, Cyril Ernest Stanley, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Perera, Arakahagodage Aloysius Reginald, M.P.", : Roman Catholicism, : 22-05-1947,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,1983 - 87 - Chairman of Wattala - Mabole Urban council\r\n1989 - Member of Parliament, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",United National Party (UNP), : Businessman
"Hon. Pereira, Diwan Bahadur Ignatius Xavier, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",,
"Hon. Peramuna, Sarathchandra, M.P.", : Roman Catholicism, : 09-07-1946,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",,
"Hon. Pelpola, Richard Stanley, M.P.",, : 21-11-1898,http://parliament.lk/uploads/images/members/profile_images/thumbs/2527.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2527.jpg', 'path': 'full/18a56bdb783032ce96ec86dfeea84789fa89e0dd.jpg', 'checksum': '2cff6f81aed9ae393f513d1187c360e1'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Pelpola, George Nissanka Mahasan, M.P.",, : 30-04-1942,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Peiris, Mahatelage Henry, M.P.",, : 02-05-1910,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Bolshevik-Leninist Party (BLP),
"Hon. Peiris, Jayasuriya Mahathelge John Yooses, M.P.", : Roman Catholicism, : 09-08-1944,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",,
"Hon. Peeris, Malwattege Simon Andrew, M.P.",, : 20-09-1904,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Peeris, Malwattage Nimal Ransiri, M.P.", : Buddhism, : 04-10-1959,http://parliament.lk/uploads/images/members/profile_images/thumbs/2525.jpg,"Candidtae - maharagama Paradesheeya Sabha; Candidate - Provincial Council, Colombo Distyrict; Organzer- Socialist Students' Front , Maharagama.", : Single,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2525.jpg', 'path': 'full/3f5fec3053826bb2880ce860479edc047287f667.jpg', 'checksum': '5539db2dfe2c9c48a76569f5c388291b'}]",United National Party (UNP),
"Hon. LIONEL PREMASIRI, M.P.,, M.P.",, : 11-11-1962,http://parliament.lk/uploads/images/members/profile_images/thumbs/1442.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1442.jpg', 'path': 'full/edaea889b2a1f4e9d5c27012ded9dfd4292be488.jpg', 'checksum': '03a754c8bd962bdb774ad565d33834a1'}]",United National Party (UNP), : Attorney-at-Law
"Hon. Pathmanathan, Ranganayaki (Mrs.), M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Pathmanathan, Kanagasabai, M.P.", : Hindu, : 30-05-1948,http://parliament.lk/uploads/images/members/profile_images/thumbs/1462.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/1462.jpg', 'path': 'full/4ea99f8f01b0d798aa9c63d8bf1e7d7e6c9ee732.jpg', 'checksum': 'bfb2f6937a6cb41cc47138d37c152af0'}]",Illankai Tamil Arasu Kadchi (ITAK),
"Hon. Pathiranage, Benthota Richard de Silva, M.P.", : Buddhism, : 24-02-1938,http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default_m.jpg', 'path': 'full/365abff7a523244325f3f6750bb8e32508622c41.jpg', 'checksum': '373f88db1277abded952ea5673d69bfe'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Pathirana, Jaya, M.P.",, : 18-04-1921,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Sri Lanka Freedom Party(SLFP),
"Hon. P.D. ABEYRATNE, M.P.,, M.P.", : Buddhism, : 27-11-1952,http://parliament.lk/uploads/images/members/profile_images/thumbs/52.jpg,Chairman- Maputugala UNP Youth Society;  Chairman-- Horana Regional Council;  Secretary-- Horana UNP Bala Mandalaya;  Memberof the Develpment Coouncil;  Provincial Council Member  in the kalutara Distrct., : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/52.jpg', 'path': 'full/a90aff34ec5e01c8217489c3d2efa1d08f37ec69.jpg', 'checksum': 'fda2342ae19b7cbb2eac3a9400ed9014'}]",United National Party (UNP), : Businessman
"Hon. Pasqual, Dayasena Turnolius, M.P.",, : 12-06-1912,http://parliament.lk/uploads/images/members/profile_images/thumbs/2521.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2521.jpg', 'path': 'full/ff8422af968d626043796ea9ffad5556ae44c639.jpg', 'checksum': 'aa94e3c3e9ccf2bf8b958e2b869659d2'}]",Sri Lanka Freedom Party(SLFP),
"Hon. Pararasasingham, Ellayathamby, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Independent (Ind),
"Hon. Panabokke, Tikiri Banda (Sir), M.P.",, : 28-03-1883,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",LabourParty (LP),
"Hon. Panabokke, Theodore Braybrooke, M.P.",, : 11-05-1909,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. MAITHRIPALA SIRISENA, M.P.,, M.P.", : Buddhism, : 03-09-1951,http://parliament.lk/uploads/images/members/profile_images/thumbs/191.jpg,"
,
,
,
,
,
", : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/191.jpg', 'path': 'full/18aac2cd67304b1b017dbacbd9f9142d2757a1d5.jpg', 'checksum': 'e348d0c29fc607d33058eb5c42cfd8a4'}]",United People's Freedom Alliance(UPFA), : Farming
"Hon. Palansuriya, Kalalelle Ananda Sagara, M.P.",,,http://parliament.lk/uploads/images/members/profile_images/thumbs/2516.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/2516.jpg', 'path': 'full/7749aba828519dba5beae1cdf64ccb9960d3ee56.jpg', 'checksum': 'd974a1c54172bb99af326c74c4adae3e'}]",Viplawakari Lanka Sama Samaja Party(VLSSP),
"Hon. Pakeman, Sidney Arnold, M.P.",, : 04-01-1891,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",,
"Hon. P. PIYASENA, M.P., , M.P.", : Buddhism, : 03-04-1961,http://parliament.lk/uploads/images/members/profile_images/thumbs/3189.jpg,Full time Politics, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/3189.jpg', 'path': 'full/e01ef40cd749cce914d97fa2c6a20b4abd6a7dc5.jpg', 'checksum': 'ed5330138b236ffebc7031c082292d5b'}]",Illankai Tamil Arasu Kadchi (ITAK),
"Hon. Obeywansa, Kalinga, M.P.",, : 30-06-1925,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",United National Party (UNP),
"Hon. Obeysekere, Forester Augustus, M.P.",, : 07-08-1880,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : Married,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Independent (Ind),
"Hon. Obeyesekere, Sivagamie Verina (Mrs.), M.P.",, : 07-05-1929,http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg,, : None,"[{'url': 'http://parliament.lk/uploads/images/members/profile_images/thumbs/default.jpg', 'path': 'full/4da20c63c56c84d64def278d3fe18684b51417a7.jpg', 'checksum': '16606e503b8c7b485c1bbc6e2cc7a49f'}]",Sri Lanka Freedom Party(SLFP),
